headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,goods,"(不動産以外の)財産,(金・証券以外の)動産  / 商品,品物  / 《米》反物,織物  / 《英》(鉄道で運ばれる)貨物",/ɡʊdz/,18232,He inherited all of his father's goods.,彼は父の財産をすべて相続した。,2999229
,,,facilitate,"〈他〉を容易にする, を楽にする / を助ける, を促進する",/fəˈsɪlɪteɪt/,15068,Technology can facilitate communication between people who are far apart.,技術は遠く離れた人々の間のコミュニケーションを容易にすることができます。,2998443
,,,foster,"【動/他】〈里子など〉を養育する / 〈親善関係・理解など〉を促進する / を心に抱く / 【形】育ての, 里親の",/'fɑːstər/,16723,She decided to foster a rescue dog.,彼女は保護犬を育てることに決めました。,2998872
,,,exclusively,"排他的に,独占的に,のみ/ 全く,もっぱら(solely)",/ɪkˈskluːsɪvli/,14688,She is exclusively focused on her career.,彼女は仕事に完全に集中しています。,2998334
,,,reviewer,"(新刊書・演劇などの)批評家,評論家",/rɪ'vjuːər/,35996,The reviewer praised the new book for its compelling storyline.,批評家は、魅力的なストーリー展開を持つ新刊書を称賛しました。,3003844
,,,documentary,"(映画・テレビなどの)記録もの,実録,ドキュメンタリー",/dɑkjəˈmɛntəri/,12530,I watched a documentary about the history of photography.,私は写真の歴史についてのドキュメンタリーを見ました。,2997774
,,,waitress,"(レストランなどの)女給仕人,ウエートレス",/weɪtrəs/,46589,The waitress served us the drinks.,ウェイトレスが私たちにドリンクを提供してくれた。,1623934
,,,farewell,〈U〉《...との》別れ《to》〈C〉別れの言葉,/fɛərwɛl/,15255,I said farewell to my friends before leaving for college.,私は大学に行く前に友達に別れを告げました。,2998494
,,,verbal,"言葉の,口頭の",/'vɜr.bəl/,46018,She has excellent verbal skills.,彼女は優れた言葉のスキルを持っています。,1658849
,,,violin,バイオリン,/vaɪəˈlɪn/,46271,She plays the violin beautifully.,彼女は美しくバイオリンを演奏します。,3006455
,,,worthwhile,価値のある / やりがいのある,/wɜrθˈwaɪl/,47902,Visiting the Louvre Museum is a worthwhile experience.,ルーブル美術館を訪れることは価値のある経験です。,3006872
,,,expertise,"〈U〉専門技術,専門知識 / 〈C〉専門家の調査報告",/ˌɛk.spɝˈtiːz/,14828,He has extensive expertise in the field of technology.,彼はテクノロジーの分野で広範囲の専門知識を持っています。,1628233
,,,allocate,"《...に》...を配分する, を割り当てる《to, for ...》",/ˈæləˌkeɪt/,1150,The company will allocate resources to the new project.,会社は新しいプロジェクトにリソースを割り当てます。,1628112
,,,subtract,"《...から》 ...を引く, を減じる 《from ...》 / 引き算をする",/səbˈtrækt/,41585,"To solve this math problem, you need to subtract the second number from the first number.",この数学の問題を解くには、2番目の数を1番目の数から引く必要があります,3005247
,,,illogical,"非論理的な,不合理な;《話》もの分かりの悪い",/ɪˈlɒdʒɪkəl/,21037,His explanation for his actions was completely illogical.,彼の行動の説明は完全に非論理的でした。,1641770
,,,definite,"明確な, はっきりとした, 確定した / 正確な / 一定の / 限定的な / 明確に限定された",/dɪˈfɪnɪt/,11141,This is the definite answer.,これは明確な答えです。,2997399
,,,advisory,"勧告の,忠告の;諮問の",/ədˈvaɪzəri/,646,The government issued an advisory to the public regarding the upcoming storm.,政府は、近日予想される嵐に関して一般市民に勧告を出しました。,1634074
,,,customize,…'を'注文どおりに作る,/ˈkʌstəˌmaɪz/,10494,You can customize your order to your liking.,あなたは注文どおりに作ることができます。,1640230
,,,pedestrian,〈C〉歩行者,/pəˈdɛstriən/,31061,The pedestrian crossed the street at the crosswalk.,歩行者は横断歩道を渡りました。,3002608
,,,locally,"【副】地方的に, 局部的に / 地元で, 近くで",/ləʊkəli/,24859,I love to support locally owned businesses.,地元の経営者が運営するビジネスを応援するのが好きです。,1653512
,,,memorize,"〈言葉・番号など〉を記憶する,を暗記する,を覚える",/mɛməˈraɪz/,26398,I need to memorize all the vocabulary words for the test.,テストのためにすべての単語を記憶する必要があります。,3001355
,,,lifetime,"〈C〉生涯, 一生",/ˈlaɪfˌtaɪm/,24466,The memories we create last a lifetime.,私たちが作り出す思い出は一生続く。,3000854
,,,takeover,"(管理・支配などの)奮取,接収;(特に会社などの)乗っ取り",/ˈteɪkˌoʊvər/,42410,The company announced a takeover of its competitor.,同社は競合他社の買収を発表した。,1648338
,,,inspection,"調査, 検査",/ɪnˈspɛkʃən/,22076,The inspection of the building revealed several safety violations.,建物の調査でいくつかの安全違反が明らかになりました。,3000257
,,,interfere,"《...に》干渉する《in, with ...》 / 《仕事・状況などの》 妨げとなる《with ...》/ 妨害する, 邪魔する",/ˌɪn.tərˈfɪər/,22246,I don't want to interfere in their personal matters.,私は彼らの個人的な問題に干渉したくない。,3000311
,,,defect,"【名】障害, 欠点, 欠乏, 欠陥",/dɪˈfɛkt/,11111,There is a defect in the product.,製品に欠陥があります。,2997390
,,,impact,"〈U〉〈C〉(…の…に対する)衝突,衝撃《+of+名+against(on,upon,with)+名》  / 〈C〉(…の…に対する)影響(influence)影響力《+of+名+on(upon, against)+名》 / 他動 / 〔～に〕影響を与える［及ぼす］ / 〔～を〕詰め込む / 〔～に〕激突する / 自動 / 影響を与える［及ぼす］ / 激突する",/ˈɪmpækt/,21137,The earthquake had a significant impact on the city.,地震は市に大きな衝撃を与えました。,3000009
,,,query,"〈C〉質問, 疑問 / 疑問符",/'kwɪəri/,34391,I have a query about the new product.,新製品についての質問があります。,3003338
,,,footwear,〈C〉はき物(靴・スリッパ・サンダル・ブーツなど),/'fʊt.wɛr/,16490,I recently bought a new pair of footwear that is both stylish and comfortable for daily use.,最近、スタイリッシュで日常使いに快適な新しい靴を購入しました。,1627736
,,,projection,"〈C〉見積もり, 予測 / 〈U〉〈C〉突き出ること, 突起 /  投影すること, 投影図 / 〈U〉発射 / 発声",/prəˈdʒɛkʃən/,33586,The projection on the wall was clear and vivid.,壁に映し出された投影ははっきりと鮮明でした。,1628487
,,,retrieve,"【動/他】《...から》を取り戻す, を回収する《from ...》 / 〈罪など〉を償う,〈誤りなど〉を訂正する / 〈猟犬が〉〈獲物〉を捜して持って来る",/rɪˈtriːv/,35931,The police managed to retrieve the stolen goods.,警察は盗まれた商品を取り戻すことに成功しました。,1665364
,,,renter,"借地人,借家人,間借人  / 貸す人  / 《英》映画配給業者",/ˈrɛntər/,35616,The renter signed a lease agreement for the apartment.,借地人はアパートの賃貸契約にサインしました。,1653075
,,,clarify,"〈他〉を明らかにする, を理解しやすくする / 〈液体・空気など〉を澄ませる / 〈自〉〈思想・意味などが〉分かりやすくなる / 澄む",/ˈklærəˌfaɪ/,7755,Could you please clarify your question?,質問を明確にしていただけますか？,3009516
,,,dividend,"〈C〉配当, 配当金 / 《数》 被除数",/ˈdɪvɪdɛnd/,12457,The company announced a dividend increase for its shareholders.,会社は株主のために配当の増加を発表しました。,1628489
,,,steer,"〈他〉(船・車・飛行機など) のかじをとる, を操縦する / (人)を操る / (進路・道)を操縦して進む  / を導く, に道を教える / 〈自〉操縦する / 進路を取る / かじがきく",/stɪr/,40899,He tried to steer the conversation away from controversial topics.,彼は議論の的となる話題から会話をそらそうとした。,3005087
,,,coordinate,"（各部分）を調和させる, を調整する  / 《...と》調和して動く《with ...》",/koʊˈɔrdɪneɪt/,9384,I need you to coordinate with the other team members and ensure we complete the project [[on time]].,他のチームメンバーとの調整を行い、時間内にプロジェクトを完了させてほしい。,1625356
,,,patent,【名/C】特許 / 専売特許品 / 【形】専売特許の / 独特な / 明白な / 【動/他】の特許を取る / に特許を与える,/'peɪtnt/,30852,He filed a patent for his invention.,彼は彼の発明の特許を申請しました。,3002546
,,,assemble,"(ある目的で)〈人・物〉'を'集める,集合させる  / (部品を集めて)〈機械など〉'を'組み立てる  / …'を'整とんする,きちんと並べる  / (人が)集まる,会合する(meet)",/əˈsɛmbəl/,2385,We need to assemble a team of experts for this project.,このプロジェクトのために、専門家のチームを集める必要があります。,2996286
,,,entrepreneur,〈C〉起業家 / 興行主,/ˌɑn.trə.prəˈnɝ/,14148,She is a successful entrepreneur.,彼女は成功した起業家です。,2998194
,,,dose,〈C〉(おもに飲み薬1回分の) 服用量 / (痛いこと・いやなことの)1回分,/dəʊs/,12696,The doctor prescribed a dose of medication for the patient.,医師は患者に薬の服用量を処方しました。,2997820
,,,plausible,(話などが)もっともらしい / 口先のうまい / 見込みのある/妥当な,/ˈplɔːzəbəl/,32203,His explanation sounded plausible.,彼の説明はもっともらしかった。,3002844
,,,debit,〈C〉(銀行口座の) 引き落とし / (簿記で)借り方,/'dɛbɪt/,10921,The accountant calculated the company's credits and debits.,会計士はその会社の貸方と借方を計算しました。,3020297
,,,outdated,【形容詞】時代遅れの,/aʊtˈdeɪtɪd/,29936,This computer is outdated and needs to be replaced.,このコンピュータは時代遅れであり、交換する必要があります。,3002305
,,,trash,"〈U〉価値のないもの / 《米》廃品,ごみ / くだらない話",/ˈtræʃ/,44087,Please take out the trash.,ゴミを出してください。,3005919
,,,reinforce,"を増強する,を補強する / に増援する,に援兵を送る",/rɪnˈfɔːrs/,35450,Regular exercise can help reinforce your immune system.,定期的な運動は免疫システムを増強するのに役立ちます。,3003660
,,,airfare,【名/C】航空運賃,/ˈɛərˌfɛər/,48365,The airfare for our trip to Japan was quite expensive.,私たちの日本への旅行の航空運賃はかなり高かった。,3007022
,,,occupancy,(家・矢地などの)占有  / 占有期時,/ɑːkjʊpənsi/,29260,The occupancy rate of the hotel has been steadily increasing.,ホテルの占有率は着実に上昇しています。,1641771
,,,lunchtime,昼食時間,/ˈlʌntʃtaɪm/,25272,I usually have a sandwich at lunchtime.,私は通常、昼食時間にサンドイッチを食べます。,3001063
,,,cartridge,"〈C〉弾薬筒,薬包 / 交換用容器, カートリッジ / (録音・録画テープの)カセット",/kɑːrˈtrɪdʒ/,6500,I need to replace the ink cartridge in my printer.,プリンターのインクカートリッジを交換する必要があります。,3009279
